HOG	OG	Gene Tree Parent Clade	alpc	cambac	camdro	camfer	guanc	llama	vicgn
N3.HOG0008163	OG0007472	n0	rna-XM_006218590.2	rna-XM_010963840.1	rna-XM_010976847.2	rna-XM_006179853.2	rna-XM_006218590.2	rna-XM_006218590.2	rna-XM_006218590.2
N3.HOG0008164	OG0007473	n0	rna-XM_006218585.3	rna-XM_010963848.1	rna-XM_010976855.2	rna-XM_032493073.1	rna-XM_006218585.3	rna-XM_006218585.3	rna-XM_006218585.3
N3.HOG0008165	OG0007474	n0	rna-XM_006218588.3	rna-XM_010963847.1	rna-XM_010976854.2	rna-XM_006179851.3	rna-XM_006218588.3	rna-XM_006218588.3	rna-XM_006218588.3
N3.HOG0008166	OG0007475	n0	rna-XM_015251402.2	rna-XM_010963849.1	rna-XM_031463650.1	rna-XM_006179846.3	rna-XM_006218582.3	rna-XM_006218582.3	rna-XM_006218582.3
N3.HOG0008167	OG0007476	n0	rna-XM_006218580.2	rna-XM_010963853.1	rna-XM_010976858.2	rna-XM_006179844.3	rna-XM_006218580.2	rna-XM_006218580.2	rna-XM_006218580.2
N3.HOG0008168	OG0007477	n0	rna-XM_006218577.3	rna-XM_010963854.1	rna-XM_010976859.2	rna-XM_032493071.1	rna-XM_006218577.3	rna-XM_006218577.3	rna-XM_006218577.3
N3.HOG0008169	OG0007478	n0	rna-XM_031683416.1	rna-XM_010963855.1	rna-XM_010976860.2	rna-XM_032493072.1	rna-XM_031683416.1	rna-XM_031683416.1	rna-XM_031683416.1
N3.HOG0008170	OG0007479	n0	rna-XM_031683388.1	rna-XM_010963856.1	rna-XM_031463655.1	rna-XM_032493084.1	rna-XM_031683387.1	rna-XM_031683387.1	rna-XM_031683387.1
N3.HOG0008171	OG0007480	n0	rna-XM_031683394.1	rna-XM_010963857.1	rna-XM_010976865.2	rna-XM_006179841.3	rna-XM_031683394.1	rna-XM_031683394.1	rna-XM_031683394.1
N3.HOG0008172	OG0007481	n0	rna-XM_015251425.2	rna-XM_010963864.1	rna-XM_010976866.2	rna-XM_014555175.2	rna-XM_015251425.2	rna-XM_015251425.2	rna-XM_015251425.2
N3.HOG0008173	OG0007482	n0	rna-XM_015251422.2	rna-XM_010963865.1	rna-XM_010976872.2	rna-XM_032493089.1	rna-XM_006218572.3	rna-XM_006218572.3	rna-XM_006218572.3
N3.HOG0008174	OG0007483	n0	rna-XM_031683386.1	rna-XM_010963867.1	rna-XM_031463652.1	rna-XM_032493075.1	rna-XM_031683386.1	rna-XM_031683386.1	rna-XM_031683386.1
N3.HOG0008175	OG0007484	n0	rna-XM_006218571.2	rna-XM_010963870.1	rna-XM_010976876.2	rna-XM_006179835.2	rna-XM_006218570.2	rna-XM_006218570.2	rna-XM_006218570.2
N3.HOG0008176	OG0007485	n0	rna-XM_031683411.1	rna-XM_010963868.1	rna-XM_031463687.1	rna-XM_032493090.1	rna-XM_031683411.1	rna-XM_031683411.1	rna-XM_031683411.1
N3.HOG0008177	OG0007486	n0	rna-XM_006218568.3	rna-XM_010963872.1	rna-XM_031463653.1	rna-XM_014555163.2	rna-XM_006218568.3	rna-XM_006218568.3	rna-XM_006218568.3
N3.HOG0008178	OG0007487	n0	rna-XM_015251418.2	rna-XM_010963873.1	rna-XM_010976880.2	rna-XM_032493086.1	rna-XM_015251417.2	rna-XM_015251417.2	rna-XM_015251417.2
N3.HOG0008179	OG0007488	n0	rna-XM_006218566.2	rna-XM_010963875.1	rna-XM_010976881.2	rna-XM_006179830.2	rna-XM_006218566.2	rna-XM_006218566.2	rna-XM_006218566.2
N3.HOG0008180	OG0007489	n0	rna-XM_006218565.3	rna-XM_010963876.1	rna-XM_031463642.1	rna-XM_006179829.3	rna-XM_006218565.3	rna-XM_006218565.3	rna-XM_006218565.3
N3.HOG0008181	OG0007490	n0	rna-XM_031683392.1	rna-XM_010963880.1	rna-XM_031463661.1	rna-XM_014555158.2	rna-XM_006218562.3	rna-XM_006218562.3	rna-XM_006218562.3
N3.HOG0008182	OG0007491	n0	rna-XM_031683393.1	rna-XM_010963886.1	rna-XM_031463666.1	rna-XM_014555157.2	rna-XM_031683393.1	rna-XM_031683393.1	rna-XM_031683393.1
N3.HOG0008183	OG0007492	n0	rna-XM_031683409.1	rna-XM_010963887.1	rna-XM_010976891.2	rna-XM_032493099.1	rna-XM_031683408.1	rna-XM_031683408.1	rna-XM_031683408.1
N3.HOG0008184	OG0007493	n0	rna-XM_006218558.3	rna-XM_010963891.1	rna-XM_010976892.2	rna-XM_032493101.1	rna-XM_006218558.3	rna-XM_006218558.3	rna-XM_006218558.3
N3.HOG0008185	OG0007494	n0	rna-XM_006218556.3	rna-XM_010963892.1	rna-XM_010976896.2	rna-XM_006179818.3	rna-XM_006218556.3	rna-XM_006218556.3	rna-XM_006218556.3
N3.HOG0008186	OG0007495	n0	rna-XM_031683390.1	rna-XM_010963893.1	rna-XM_031463656.1	rna-XM_032493104.1	rna-XM_015251407.2	rna-XM_015251407.2	rna-XM_015251407.2
N3.HOG0008187	OG0007496	n0	rna-XM_031683424.1	rna-XM_010963895.1	rna-XM_031463691.1	rna-XM_006179813.2	rna-XM_031683424.1	rna-XM_031683424.1	rna-XM_031683424.1
N3.HOG0008188	OG0007497	n0	rna-XM_015251431.2	rna-XM_010963896.1	rna-XM_010976900.2	rna-XM_014555148.2	rna-XM_015251431.2	rna-XM_015251431.2	rna-XM_015251431.2
N3.HOG0008189	OG0007498	n0	rna-XM_031683425.1	rna-XM_010963898.1	rna-XM_010976903.2	rna-XM_032493110.1	rna-XM_015251430.2	rna-XM_015251430.2	rna-XM_015251430.2
N3.HOG0008190	OG0007499	n0	rna-XM_006218549.3	rna-XM_010963900.1	rna-XM_010976904.2	rna-XM_006179810.3	rna-XM_006218549.3	rna-XM_006218549.3	rna-XM_006218549.3
N3.HOG0008191	OG0007500	n0	rna-XM_006218548.3	rna-XM_010963899.1	rna-XM_010976906.2	rna-XM_032493113.1	rna-XM_006218548.3	rna-XM_006218548.3	rna-XM_006218548.3
N3.HOG0008192	OG0007501	n0	rna-XM_006218546.3	rna-XM_010963903.1	rna-XM_031463686.1	rna-XM_032493126.1	rna-XM_006218546.3	rna-XM_006218546.3	rna-XM_006218546.3
N3.HOG0008193	OG0007502	n0	rna-XM_006218545.3	rna-XM_010963904.1	rna-XM_031463670.1	rna-XM_006179808.3	rna-XM_006218545.3	rna-XM_006218545.3	rna-XM_006218545.3
N3.HOG0008194	OG0007503	n0	rna-XM_006218544.3	rna-XM_010963906.1	rna-XM_010976910.2	rna-XM_006179806.3	rna-XM_006218544.3	rna-XM_006218544.3	rna-XM_006218544.3
N3.HOG0008195	OG0007504	n0	rna-XM_031683434.1	rna-XM_010963450.1	rna-XM_031465322.1	rna-XM_032494515.1	rna-XM_031683434.1	rna-XM_031683434.1	rna-XM_031683434.1
N3.HOG0008196	OG0007505	n0	rna-XM_031683439.1	rna-XM_010963464.1	rna-XM_031465329.1	rna-XM_032494517.1	rna-XM_006205374.3	rna-XM_031683439.1	rna-XM_006205374.3
N3.HOG0008197	OG0007506	n0	rna-XM_006205373.3	rna-XM_010963444.1	rna-XM_010989000.2	rna-XM_006191008.3	rna-XM_006205373.3	rna-XM_006205373.3	rna-XM_006205373.3
N3.HOG0008198	OG0007507	n0	rna-XM_031683445.1	rna-XM_010963463.1	rna-XM_010989074.2	rna-XM_032494528.1	rna-XM_031683445.1	rna-XM_031683445.1	rna-XM_031683445.1
N3.HOG0008199	OG0007508	n0	rna-XM_006205364.3	rna-XM_010963439.1	rna-XM_031465339.1	rna-XM_032494537.1	rna-XM_006205364.3	rna-XM_006205364.3	rna-XM_006205364.3
N3.HOG0008200	OG0007509	n0	rna-XM_006205363.3	rna-XM_010963437.1	rna-XM_031465340.1	rna-XM_032494538.1	rna-XM_006205363.3	rna-XM_006205363.3	rna-XM_006205363.3
N3.HOG0008201	OG0007510	n0	rna-XM_006205362.3	rna-XM_010963436.1	rna-XM_010989008.2	rna-XM_006191011.3	rna-XM_006205362.3	rna-XM_006205362.3	rna-XM_006205362.3
N3.HOG0008202	OG0007511	n0	rna-XM_006205359.3	rna-XM_010963435.1	rna-XM_031465344.1	rna-XM_032494540.1	rna-XM_006205359.3	rna-XM_006205359.3	rna-XM_006205359.3
N3.HOG0008203	OG0007512	n0	rna-XM_006205358.3	rna-XM_010963432.1	rna-XM_031465350.1	rna-XM_014564615.2	rna-XM_006205358.3	rna-XM_006205355.3	rna-XM_006205358.3
N3.HOG0008204	OG0007513	n0	rna-XM_006205352.2	rna-XM_010963427.1	rna-XM_010989011.2	rna-XM_032494546.1	rna-XM_006205352.2	rna-XM_006205352.2	rna-XM_006205352.2
N3.HOG0008205	OG0007514	n0	rna-XM_015240172.2	rna-XM_010963424.1	rna-XM_031465361.1	rna-XM_032494554.1	rna-XM_015240172.2	rna-XM_015240172.2	rna-XM_015240172.2
N3.HOG0008206	OG0007515	n0	rna-XM_006205347.3	rna-XM_010963423.1	rna-XM_010989015.2	rna-XM_006191021.3	rna-XM_006205347.3	rna-XM_006205347.3	rna-XM_006205347.3
N3.HOG0008207	OG0007516	n0	rna-XM_006205345.3	rna-XM_010963460.1	rna-XM_031465364.1	rna-XM_032494560.1	rna-XM_006205345.3	rna-XM_006205345.3	rna-XM_006205345.3
N3.HOG0008208	OG0007517	n0	rna-XM_031683476.1	rna-XM_010963422.1	rna-XM_031465366.1	rna-XM_006191023.3	rna-XM_031683476.1	rna-XM_031683476.1	rna-XM_031683476.1
N3.HOG0008209	OG0007518	n0	rna-XM_031683435.1	rna-XM_010963418.1	rna-XM_031465374.1	rna-XM_032494565.1	rna-XM_031683435.1	rna-XM_031683435.1	rna-XM_031683435.1
N3.HOG0008210	OG0007519	n0	rna-XM_031683480.1	rna-XM_010963415.1	rna-XM_031465380.1	rna-XM_032494564.1	rna-XM_031683480.1	rna-XM_031683480.1	rna-XM_031683480.1
N3.HOG0008211	OG0007520	n0	rna-XM_031683483.1	rna-XM_010963410.1	rna-XM_031465384.1	rna-XM_006191028.3	rna-XM_006205337.3	rna-XM_006205337.3	rna-XM_006205337.3
N3.HOG0008212	OG0007521	n0	rna-XM_006205334.3	rna-XM_010963409.1	rna-XM_010989030.2	rna-XM_006191030.3	rna-XM_006205334.3	rna-XM_006205334.3	rna-XM_006205334.3
N3.HOG0008213	OG0007522	n0	rna-XM_015240167.2	rna-XM_010963404.1	rna-XM_010989031.2	rna-XM_032494567.1	rna-XM_031683486.1	rna-XM_031683486.1	rna-XM_031683486.1
N3.HOG0008214	OG0007523	n0	rna-XM_031683493.1	rna-XM_010963458.1	rna-XM_010989079.2	rna-XM_006178318.3	rna-XM_031683493.1	rna-XM_031683493.1	rna-XM_031683493.1
N3.HOG0008215	OG0007524	n0	rna-XM_031683490.1	rna-XM_010963402.1	rna-XM_010989035.2	rna-XM_006178315.3	rna-XM_006217104.3	rna-XM_006217104.3	rna-XM_006217104.3
N3.HOG0008216	OG0007525	n0	rna-XM_006217110.3	rna-XM_010963395.1	rna-XM_031465402.1	rna-XM_032494588.1	rna-XM_006217110.3	rna-XM_006217110.3	rna-XM_006217110.3
N3.HOG0008217	OG0007526	n0	rna-XM_015250276.2	rna-XM_010963457.1	rna-XM_031465406.1	rna-XM_032494582.1	rna-XM_015250276.2	rna-XM_015250276.2	rna-XM_015250276.2
N3.HOG0008218	OG0007527	n0	rna-XM_006217111.3	rna-XM_010963392.1	rna-XM_010989043.2	rna-XM_006193474.3	rna-XM_006217111.3	rna-XM_006217111.3	rna-XM_006217111.3
N3.HOG0008219	OG0007528	n0	rna-XM_015250281.2	rna-XM_010963391.1	rna-XM_031465407.1	rna-XM_014566673.2	rna-XM_015250281.2	rna-XM_015250281.2	rna-XM_015250281.2
N3.HOG0008220	OG0007529	n0	rna-XM_006217115.3	rna-XM_010963390.1	rna-XM_010989044.2	rna-XM_006193478.3	rna-XM_006217115.3	rna-XM_006217115.3	rna-XM_006217115.3
N3.HOG0008221	OG0007530	n0	rna-XM_006217116.1	rna-XM_010963389.1	rna-XM_010989045.2	rna-XM_006193479.2	rna-XM_006217116.1	rna-XM_006217116.1	rna-XM_006217116.1
N3.HOG0008222	OG0007531	n0	rna-XM_031683499.1	rna-XM_010963383.1	rna-XM_031465411.1	rna-XM_032494611.1	rna-XM_031683499.1	rna-XM_031683496.1	rna-XM_031683499.1
N3.HOG0008223	OG0007532	n0	rna-XM_006205970.3	rna-XM_010963456.1	rna-XM_031465412.1	rna-XM_032494612.1	rna-XM_006205970.3	rna-XM_006205970.3	rna-XM_006205970.3
N3.HOG0008224	OG0007533	n0	rna-XM_031683505.1	rna-XM_010963382.1	rna-XM_010989051.2	rna-XM_006187001.3	rna-XM_031683505.1	rna-XM_031683505.1	rna-XM_031683505.1
N3.HOG0008225	OG0007534	n0	rna-XM_006205968.2	rna-XM_010963379.1	rna-XM_010989052.2	rna-XM_032494623.1	rna-XM_006205968.2	rna-XM_006205968.2	rna-XM_006205968.2
N3.HOG0008226	OG0007535	n0	rna-XM_031683511.1	rna-XM_010963376.1	rna-XM_031465418.1	rna-XM_032494621.1	rna-XM_031683511.1	rna-XM_015240705.2	rna-XM_031683511.1
N3.HOG0008227	OG0007536	n0	rna-XM_031683509.1	rna-XM_010963375.1	rna-XM_031465425.1	rna-XM_032494625.1	rna-XM_031683509.1	rna-XM_015240704.2	rna-XM_031683509.1
N3.HOG0008228	OG0007537	n0	rna-XM_015240698.2	rna-XM_010963371.1	rna-XM_031465427.1	rna-XM_032494640.1	rna-XM_015240698.2	rna-XM_015240698.2	rna-XM_015240698.2
N3.HOG0008229	OG0007538	n0	rna-XM_031683518.1	rna-XM_010963362.1	rna-XM_031465435.1	rna-XM_014561151.2	rna-XM_006205957.3	rna-XM_006205957.3	rna-XM_006205957.3
N3.HOG0008230	OG0007539	n0	rna-XM_006205955.3	rna-XM_010963359.1	rna-XM_010989066.2	rna-XM_006186986.3	rna-XM_006205955.3	rna-XM_006205955.3	rna-XM_006205955.3
N3.HOG0008231	OG0007540	n0	rna-XM_006205954.3	rna-XM_010963357.1	rna-XM_010989068.2	rna-XM_006186985.3	rna-XM_006205954.3	rna-XM_006205954.3	rna-XM_006205954.3
N3.HOG0008232	OG0007541	n0	rna-XM_006205953.3	rna-XM_010963356.1	rna-XM_031465449.1	rna-XM_032494647.1	rna-XM_006205953.3	rna-XM_006205953.3	rna-XM_006205953.3
N3.HOG0008233	OG0007542	n0	rna-XM_006205979.3	rna-XM_010963354.1	rna-XM_010989071.2	rna-XM_006178516.3	rna-XM_006205979.3	rna-XM_006205979.3	rna-XM_006205979.3
N3.HOG0008234	OG0007543	n0	rna-XM_015240695.2	rna-XM_010963353.1	rna-XM_031465454.1	rna-XM_006178514.3	rna-XM_015240695.2	rna-XM_015240695.2	rna-XM_015240695.2
N3.HOG0008235	OG0007544	n0	rna-XM_031683538.1	rna-XM_010963352.1	rna-XM_031465467.1	rna-XM_032494670.1	rna-XM_031683536.1	rna-XM_031683536.1	rna-XM_031683536.1
N3.HOG0008236	OG0007545	n0	rna-XM_006196992.2	rna-XM_010957628.1	rna-XM_031463881.1	rna-XM_032495011.1	rna-XM_006196992.2	rna-XM_006196992.2	rna-XM_006196992.2
N3.HOG0008237	OG0007546	n0	rna-XM_015237292.2	rna-XM_010957629.1	rna-XM_031463880.1	rna-XM_032495010.1	rna-XM_015237292.2	rna-XM_015237292.2	rna-XM_015237292.2
N3.HOG0008238	OG0007547	n0	rna-XM_031683619.1	rna-XM_010957627.1	rna-XM_031463883.1	rna-XM_032495013.1	rna-XM_031683619.1	rna-XM_031683619.1	rna-XM_031683619.1
N3.HOG0008239	OG0007548	n0	rna-XM_031683624.1	rna-XM_010957625.1	rna-XM_031463896.1	rna-XM_032495029.1	rna-XM_031683624.1	rna-XM_031683624.1	rna-XM_031683624.1
N3.HOG0008240	OG0007549	n0	rna-XM_031683574.1	rna-XM_010957624.1	rna-XM_031463892.1	rna-XM_032495020.1	rna-XM_031683574.1	rna-XM_031683574.1	rna-XM_031683574.1
N3.HOG0008241	OG0007550	n0	rna-XM_031683575.1	rna-XM_010957620.1	rna-XM_031463902.1	rna-XM_032495033.1	rna-XM_031683575.1	rna-XM_031683575.1	rna-XM_031683575.1
N3.HOG0008242	OG0007551	n0	rna-XM_006196998.3	rna-XM_010957616.1	rna-XM_031463913.1	rna-XM_032495042.1	rna-XM_006196998.3	rna-XM_006196998.3	rna-XM_006196998.3
N3.HOG0008243	OG0007552	n0	rna-XM_006196602.3	rna-XM_010957614.1	rna-XM_031463919.1	rna-XM_032495047.1	rna-XM_006196602.3	rna-XM_006196602.3	rna-XM_006196602.3
N3.HOG0008244	OG0007553	n0	rna-XM_015238420.2	rna-XM_010957609.1	rna-XM_031463916.1	rna-XM_032495044.1	rna-XM_015238420.2	rna-XM_015238420.2	rna-XM_015238420.2
N3.HOG0008245	OG0007554	n0	rna-XM_006196605.3	rna-XM_010957608.1	rna-XM_010998476.2	rna-XM_006177862.3	rna-XM_006196605.3	rna-XM_006196605.3	rna-XM_006196605.3
N3.HOG0008246	OG0007555	n0	rna-XM_015237326.2	rna-XM_010957607.1	rna-XM_031463927.1	rna-XM_032495055.1	rna-XM_015237326.2	rna-XM_015237326.2	rna-XM_015237326.2
N3.HOG0008247	OG0007556	n0	rna-XM_006196606.3	rna-XM_010957606.1	rna-XM_031463930.1	rna-XM_032495056.1	rna-XM_006196606.3	rna-XM_006196606.3	rna-XM_006196606.3
N3.HOG0008248	OG0007557	n0	rna-XM_015238456.2	rna-XM_010957809.1	rna-XM_031463934.1	rna-XM_032495062.1	rna-XM_015238456.2	rna-XM_015238456.2	rna-XM_015238456.2
N3.HOG0008249	OG0007558	n0	rna-XM_015238463.2	rna-XM_010957605.1	rna-XM_031463939.1	rna-XM_032495064.1	rna-XM_015238463.2	rna-XM_031683630.1	rna-XM_031683630.1
N3.HOG0008250	OG0007559	n0	rna-XM_031683577.1	rna-XM_010957604.1	rna-XM_031463940.1	rna-XM_032495069.1	rna-XM_031683577.1	rna-XM_031683577.1	rna-XM_031683577.1
N3.HOG0008251	OG0007560	n0	rna-XM_015237343.2	rna-XM_010957808.1	rna-XM_031465474.1	rna-XM_032495074.1	rna-XM_015237343.2	rna-XM_015237343.2	rna-XM_015237343.2
N3.HOG0008252	OG0007561	n0	rna-XM_015237351.1	rna-XM_010957807.1	rna-XM_031463956.1	rna-XM_032494791.1	rna-XM_015237351.1	rna-XM_015237351.1	rna-XM_015237351.1
N3.HOG0008253	OG0007562	n0	rna-XM_031683634.1	rna-XM_010957806.1	rna-XM_031463941.1	rna-XM_032495081.1	rna-XM_031683634.1	rna-XM_031683634.1	rna-XM_031683634.1
N3.HOG0008254	OG0007563	n0	rna-XM_006196610.3	rna-XM_010957603.1	rna-XM_031463942.1	rna-XM_032495088.1	rna-XM_006196610.3	rna-XM_006196610.3	rna-XM_006196610.3
N3.HOG0008255	OG0007564	n0	rna-XM_031683635.1	rna-XM_010957601.1	rna-XM_031463951.1	rna-XM_032495090.1	rna-XM_015238496.2	rna-XM_015238496.2	rna-XM_015238496.2
N3.HOG0008256	OG0007565	n0	rna-XM_006220240.3	rna-XM_010957599.1	rna-XM_010993246.2	rna-XM_006177868.3	rna-XM_006220240.3	rna-XM_006220240.3	rna-XM_006220240.3
N3.HOG0008257	OG0007566	n0	rna-XM_031683578.1	rna-XM_010957804.1	rna-XM_031463959.1	rna-XM_032495093.1	rna-XM_031683578.1	rna-XM_031683578.1	rna-XM_031683578.1
N3.HOG0008258	OG0007567	n0	rna-XM_031683579.1	rna-XM_010957598.1	rna-XM_031463962.1	rna-XM_032495094.1	rna-XM_031683579.1	rna-XM_031683579.1	rna-XM_031683579.1
N3.HOG0008259	OG0007568	n0	rna-XM_031683638.1	rna-XM_010957597.1	rna-XM_031463960.1	rna-XM_032495091.1	rna-XM_031683638.1	rna-XM_031683638.1	rna-XM_031683638.1
N3.HOG0008260	OG0007569	n0	rna-XM_031683580.1	rna-XM_010957803.1	rna-XM_031463964.1	rna-XM_032495097.1	rna-XM_031683580.1	rna-XM_031683580.1	rna-XM_031683580.1
N3.HOG0008261	OG0007570	n0	rna-XM_031683639.1	rna-XM_010957596.1	rna-XM_031463985.1	rna-XM_032495104.1	rna-XM_031683639.1	rna-XM_031683639.1	rna-XM_031683639.1
N3.HOG0008262	OG0007571	n0	rna-XM_006196615.3	rna-XM_010957593.1	rna-XM_011000788.2	rna-XM_032495108.1	rna-XM_006196615.3	rna-XM_006196615.3	rna-XM_006196615.3
N3.HOG0008263	OG0007572	n0	rna-XM_031683641.1	rna-XM_010957592.1	rna-XM_031463988.1	rna-XM_032495107.1	rna-XM_031683641.1	rna-XM_031683641.1	rna-XM_031683641.1
N3.HOG0008264	OG0007573	n0	rna-XM_006196616.2	rna-XM_010957801.1	rna-XM_031463989.1	rna-XM_032495110.1	rna-XM_006196616.2	rna-XM_006196616.2	rna-XM_006196616.2
N3.HOG0008265	OG0007574	n0	rna-XM_006196617.3	rna-XM_010957800.1	rna-XM_031463993.1	rna-XM_032495115.1	rna-XM_006196617.3	rna-XM_006196617.3	rna-XM_006196617.3
N3.HOG0008266	OG0007575	n0	rna-XM_031683582.1	rna-XM_010957586.1	rna-XM_031464001.1	rna-XM_032495125.1	rna-XM_031683582.1	rna-XM_031683582.1	rna-XM_031683582.1
N3.HOG0008267	OG0007576	n0	rna-XM_031683650.1	rna-XM_010957584.1	rna-XM_031464008.1	rna-XM_032495133.1	rna-XM_031683650.1	rna-XM_006196624.3	rna-XM_006196624.3
N3.HOG0008268	OG0007577	n0	rna-XM_031683583.1	rna-XM_010957797.1	rna-XM_031464010.1	rna-XM_032495140.1	rna-XM_031683583.1	rna-XM_031683583.1	rna-XM_031683583.1
N3.HOG0008269	OG0007578	n0	rna-XM_006196626.3	rna-XM_010957583.1	rna-XM_031465532.1	rna-XM_032495136.1	rna-XM_006196626.3	rna-XM_006196626.3	rna-XM_006196626.3
N3.HOG0008270	OG0007579	n0	rna-XM_006196627.3	rna-XM_010957796.1	rna-XM_031464012.1	rna-XM_032495141.1	rna-XM_006196627.3	rna-XM_006196627.3	rna-XM_006196627.3
N3.HOG0008271	OG0007580	n0	rna-XM_031683584.1	rna-XM_010957795.1	rna-XM_031465533.1	rna-XM_032495145.1	rna-XM_031683584.1	rna-XM_031683584.1	rna-XM_031683584.1
N3.HOG0008272	OG0007581	n0	rna-XM_006196630.3	rna-XM_010957581.1	rna-XM_031464018.1	rna-XM_032495147.1	rna-XM_006196630.3	rna-XM_006196630.3	rna-XM_006196630.3
N3.HOG0008273	OG0007582	n0	rna-XM_006196632.3	rna-XM_010957580.1	rna-XM_011000806.2	rna-XM_006178384.3	rna-XM_006196632.3	rna-XM_006196632.3	rna-XM_006196632.3
N3.HOG0008274	OG0007583	n0	rna-XM_006196633.3	rna-XM_010957577.1	rna-XM_011000807.2	rna-XM_006178385.3	rna-XM_006196633.3	rna-XM_031683652.1	rna-XM_031683652.1
N3.HOG0008275	OG0007584	n0	rna-XM_006196634.3	rna-XM_010957793.1	rna-XM_031464027.1	rna-XM_032495153.1	rna-XM_006196634.3	rna-XM_006196634.3	rna-XM_006196634.3
N3.HOG0008276	OG0007585	n0	rna-XM_015238614.2	rna-XM_010957576.1	rna-XM_011000811.2	rna-XM_032495154.1	rna-XM_015238614.2	rna-XM_015238614.2	rna-XM_015238614.2
N3.HOG0008277	OG0007586	n0	rna-XM_015238642.2	rna-XM_010957562.1	rna-XM_031464028.1	rna-XM_032495156.1	rna-XM_015238642.2	rna-XM_006196636.2	rna-XM_006196636.2
N3.HOG0008278	OG0007587	n0	rna-XM_031683657.1	rna-XM_010957560.1	rna-XM_031464037.1	rna-XM_032495164.1	rna-XM_031683657.1	rna-XM_031683657.1	rna-XM_031683657.1
N3.HOG0008279	OG0007588	n0	rna-XM_006196641.3	rna-XM_010957557.1	rna-XM_031464041.1	rna-XM_032495167.1	rna-XM_006196641.3	rna-XM_006196641.3	rna-XM_006196641.3
N3.HOG0008280	OG0007589	n0	rna-XM_006196642.3	rna-XM_010957556.1	rna-XM_011000819.2	rna-XM_006179908.3	rna-XM_006196642.3	rna-XM_006196642.3	rna-XM_006196642.3
N3.HOG0008281	OG0007590	n0	rna-XM_006197015.3	rna-XM_010957555.1	rna-XM_031464040.1	rna-XM_032495166.1	rna-XM_006197015.3	rna-XM_006197015.3	rna-XM_006197015.3
N3.HOG0008282	OG0007591	n0	rna-XM_006196643.3	rna-XM_010957553.1	rna-XM_011000821.2	rna-XM_006179910.3	rna-XM_006196643.3	rna-XM_006196643.3	rna-XM_006196643.3
N3.HOG0008283	OG0007592	n0	rna-XM_006196644.3	rna-XM_010957550.1	rna-XM_031464043.1	rna-XM_006179918.3	rna-XM_006196644.3	rna-XM_006196644.3	rna-XM_006196644.3
N3.HOG0008284	OG0007593	n0	rna-XM_031683588.1	rna-XM_010957549.1	rna-XM_031464050.1	rna-XM_032495175.1	rna-XM_031683588.1	rna-XM_031683588.1	rna-XM_031683588.1
N3.HOG0008285	OG0007594	n0	rna-XM_006196645.3	rna-XM_010957548.1	rna-XM_011000826.2	rna-XM_032495176.1	rna-XM_006196645.3	rna-XM_006196645.3	rna-XM_006196645.3
N3.HOG0008286	OG0007595	n0	rna-XM_006196647.3	rna-XM_010957547.1	rna-XM_031464053.1	rna-XM_032495179.1	rna-XM_006196647.3	rna-XM_006196647.3	rna-XM_006196647.3
N3.HOG0008287	OG0007596	n0	rna-XM_015238744.2	rna-XM_010957546.1	rna-XM_011000827.2	rna-XM_014555250.2	rna-XM_015238744.2	rna-XM_015238744.2	rna-XM_015238744.2
N3.HOG0008288	OG0007597	n0	rna-XM_006196648.3	rna-XM_010957545.1	rna-XM_011000829.2	rna-XM_006179913.3	rna-XM_006196648.3	rna-XM_006196648.3	rna-XM_006196648.3
N3.HOG0008289	OG0007598	n0	rna-XM_006196650.3	rna-XM_010957790.1	rna-XM_031464055.1	rna-XM_032495181.1	rna-XM_006196650.3	rna-XM_006196650.3	rna-XM_006196650.3
N3.HOG0008290	OG0007599	n0	rna-XM_006196652.3	rna-XM_010957544.1	rna-XM_031464059.1	rna-XM_032495183.1	rna-XM_006196651.3	rna-XM_006196652.3	rna-XM_006196652.3
N3.HOG0008291	OG0007600	n0	rna-XM_031683671.1	rna-XM_010957536.1	rna-XM_011000838.2	rna-XM_032495194.1	rna-XM_015238812.2	rna-XM_031683671.1	rna-XM_031683671.1
N3.HOG0008292	OG0007601	n0	rna-XM_006196657.3	rna-XM_010957532.1	rna-XM_031464060.1	rna-XM_032495197.1	rna-XM_006196657.3	rna-XM_006196657.3	rna-XM_006196657.3
N3.HOG0008293	OG0007602	n0	rna-XM_015238843.2	rna-XM_010957529.1	rna-XM_011000845.2	rna-XM_032495203.1	rna-XM_006196660.3	rna-XM_015238843.2	rna-XM_015238843.2
N3.HOG0008294	OG0007603	n0	rna-XM_006196661.3	rna-XM_010957526.1	rna-XM_011000847.2	rna-XM_014565827.2	rna-XM_006196661.3	rna-XM_006196661.3	rna-XM_006196661.3
N3.HOG0008295	OG0007604	n0	rna-XM_006196665.1	rna-XM_010957788.1	rna-XM_011000852.2	rna-XM_006192466.3	rna-XM_006196665.1	rna-XM_006196665.1	rna-XM_006196665.1
N3.HOG0008296	OG0007605	n0	rna-XM_006196666.3	rna-XM_010957787.1	rna-XM_011000853.2	rna-XM_014565807.2	rna-XM_006196666.3	rna-XM_006196666.3	rna-XM_006196666.3
N3.HOG0008297	OG0007606	n0	rna-XM_015238888.2	rna-XM_010957522.1	rna-XM_031464076.1	rna-XM_032495212.1	rna-XM_015238888.2	rna-XM_015238881.2	rna-XM_015238881.2
