HOG,mi,Di,m0,D0,SYMBOL,GENENAME
N0.HOG0009561,331.3,2.02093,97.7,6.3505,RPUSD1,RNA pseudouridine synthase domain containing 1
N0.HOG0009562,1078.2,3.01896,349.8,15.63606,CIAO3,cytosolic iron-sulfur assembly component 3
N0.HOG0009563,314.7,80.05968,117.3,60.01068,HAGHL,hydroxyacylglutathione hydrolase like
N0.HOG0009564,416.7,7.58394,159.3,14.40072,METRN,"meteorin, glial cell differentiation regulator"
N0.HOG0009565,489,6.0636,153,12.7143,FBXL16,F-box and leucine rich repeat protein 16
N0.HOG0009566,1857.3,0.92865,512.7,23.89182,WDR24,WD repeat domain 24
N0.HOG0009567,449.4,0.98868,171.6,6.14328,JMJD8,jumonji domain containing 8
N0.HOG0009569,360.4,2.01824,92.6,1.00934,RHBDL1,rhomboid like 1
N0.HOG0009570,824.7,5.03067,282.3,13.49394,RHOT2,ras homolog family member T2
N0.HOG0009571,1326.4,27.32384,479.6,16.49824,WDR90,WD repeat domain 90
N0.HOG0009572,239.1,6.62307,78.9,11.70876,MCRIP2,MAPK regulated corepressor interacting protein 2
N0.HOG0009573,229.9,5.08079,67.1,3.09331,METTL26,methyltransferase like 26
N0.HOG0009574,938.8,4.31848,267.2,18.78416,WFIKKN1,"WAP, follistatin/kazal, immunoglobulin, kunitz and netrin domain containing 1"
N0.HOG0009575,458.5,4.7684,87.5,6.7725,RAB40C,"RAB40C, member RAS oncogene family"
N0.HOG0009576,532.3,168.47295,178.7,134.34666,PIGQ,phosphatidylinositol glycan anchor biosynthesis class Q
N0.HOG0009577,902,16.687,325,18.3625,PRR35,proline rich 35
N0.HOG0009578,1465.9,11.14084,433.1,15.50498,PGAP6,post-glycosylphosphatidylinositol attachment to proteins 6
N0.HOG0009579,493.1,4.04342,121.9,6.20471,MRPL28,mitochondrial ribosomal protein L28
N0.HOG0009580,1907.8,8.01276,558.2,41.5859,AXIN1,axin 1
N0.HOG0009581,735.6,8.0916,269.4,13.63164,PDIA2,protein disulfide isomerase family A member 2
N0.HOG0009582,291,0.9894,72,1.008,ARHGDIG,Rho GDP dissociation inhibitor gamma
N0.HOG0009583,305,12.3525,79,11.0126,RGS11,regulator of G protein signaling 11
N0.HOG0009584,1166,16.2074,331,21.0847,FAM234A,family with sequence similarity 234 member A
N0.HOG0009587,701.2,0.98168,183.8,15.1635,NPRL3,"NPR3 like, GATOR1 complex subunit"
N0.HOG0009588,346.8,113.99316,136.2,65.59392,MPG,N-methylpurine DNA glycosylase
N0.HOG0009589,1487.5,36.295,372.5,44.14125,RHBDF1,rhomboid 5 homolog 1
N0.HOG0009591,206.9,5.08974,48.1,6.59451,C16orf89,chromosome 16 open reading frame 89
N0.HOG0009592,61.1,16.94303,13.9,12.70043,TMEM114,transmembrane protein 114
N0.HOG0009593,570,22.572,195,19.6365,METTL22,methyltransferase like 22
N0.HOG0009594,1163.8,5.00434,336.2,16.67552,ABAT,4-aminobutyrate aminotransferase
N0.HOG0009595,339.1,1.0173,98.9,3.0659,CARHSP1,calcium regulated heat stable protein 1
N0.HOG0009598,1067.7,19.96599,237.3,27.74037,TEKT5,tektin 5
N0.HOG0009599,561.6,7.07616,161.4,8.37666,NUBP1,nucleotide binding protein 1
N0.HOG0009600,443.4,1.01982,141.6,5.12592,TVP23A,trans-golgi network vesicle protein 23 homolog A
N0.HOG0009601,429.3,9.91683,146.7,7.51104,CIITA,class II major histocompatibility complex transactivator
N0.HOG0009603,1751.1,14.0088,462.9,31.80123,CLEC16A,C-type lectin domain containing 16A
N0.HOG0009604,517.8,6.05826,97.2,7.40664,SOCS1,suppressor of cytokine signaling 1
N0.HOG0009605,194.1,2.01864,60.9,3.09981,PRM3,protamine 3
N0.HOG0009607,1116,12.1644,435,14.3985,TXNDC11,thioredoxin domain containing 11
N0.HOG0009608,1916.3,4.98238,687.7,13.20384,ZC3H7A,zinc finger CCCH-type containing 7A
N0.HOG0009609,939.7,10.05479,392.3,6.08065,RSL1D1,ribosomal L1 domain containing 1
N0.HOG0009610,1428.8,24.57536,470.2,31.22128,SNX29,sorting nexin 29
N0.HOG0009612,213.7,2.00878,74.3,1.01048,CPPED1,calcineurin like phosphoesterase domain containing 1
N0.HOG0009614,1591.5,10.02645,685.5,19.4682,ERCC4,"ERCC excision repair 4, endonuclease catalytic subunit"
N0.HOG0009616,1637.4,5.07594,501.6,26.28384,TRIM56,tripartite motif containing 56
N0.HOG0009617,949.6,5.98248,253.4,10.36406,SERPINE1,serpin family E member 1
N0.HOG0009619,1088.6,9.03538,396.4,15.53888,VGF,VGF nerve growth factor inducible
N0.HOG0009620,1115.5,5.01975,372.5,8.15775,PLOD3,"procollagen-lysine,2-oxoglutarate 5-dioxygenase 3"
N0.HOG0009621,339.6,1.0188,113.4,2.01852,ZNHIT1,zinc finger HIT-type containing 1
N0.HOG0009622,432,5.0544,84,18.102,CLDN15,claudin 15
N0.HOG0009625,1157.6,102.79488,333.4,66.81336,CUX1,cut like homeobox 1
N0.HOG0009626,713.4,13.69728,177.6,17.8488,SH2B2,SH2B adaptor protein 2
N0.HOG0009627,399.7,0.99925,152.3,1.00518,PRKRIP1,PRKR interacting protein 1
N0.HOG0009628,620.7,0.99312,129.3,8.49501,ORAI2,ORAI calcium release-activated calcium modulator 2
N0.HOG0009629,809.9,5.02138,288.1,14.6931,ZP3,zona pellucida glycoprotein 3
N0.HOG0009630,541.1,10.11857,220.9,10.36021,SSC4D,scavenger receptor cysteine rich family member with 4 domains
N0.HOG0009632,75.5,1.0117,23.5,2.1197,HSPB1,heat shock protein family B (small) member 1
N0.HOG0009634,641.3,4.55323,255.7,11.99233,MDH2,malate dehydrogenase 2
N0.HOG0009635,761.1,14.68923,156.9,14.48187,TMEM120A,transmembrane protein 120A
N0.HOG0009636,1399.9,4.05971,310.1,15.66005,POR,cytochrome p450 oxidoreductase
N0.HOG0009637,370,0.999,125,8.3625,RHBDD2,rhomboid domain containing 2
N0.HOG0009638,2193,3.0702,777,26.8065,HIP1,huntingtin interacting protein 1
N0.HOG0009639,434,2.9946,175,9.4675,FKBP6,FKBP prolyl isomerase 6
N0.HOG0009640,921.6,6.26688,191.4,15.65652,FZD9,frizzled class receptor 9
N0.HOG0009641,2481.9,3.97104,1049.1,14.16285,BAZ1B,bromodomain adjacent to zinc finger domain 1B
N0.HOG0009643,611.8,2.99782,231.2,7.19032,TBL2,transducin beta like 2
N0.HOG0009644,1330.5,14.23635,517.5,29.187,MLXIPL,MLX interacting protein like
N0.HOG0009645,292.5,32.73075,139.5,25.6401,VPS37D,VPS37D subunit of ESCRT-I
N0.HOG0009646,496.6,11.1735,142.4,12.87296,DNAJC30,DnaJ heat shock protein family (Hsp40) member C30
N0.HOG0009647,447.6,2.99892,155.4,3.04584,BUD23,BUD23 rRNA methyltransferase and ribosome maturation factor
N0.HOG0009648,492.7,0.9854,77.3,4.15874,STX1A,syntaxin 1A
N0.HOG0009652,458.6,1.00892,174.4,1.01152,METTL27,methyltransferase like 27
N0.HOG0009653,520.4,7.59784,442.6,33.15074,ELN,elastin
N0.HOG0009654,1288.5,28.99125,283.5,32.3757,LIMK1,LIM domain kinase 1
N0.HOG0009655,452.3,5.38237,180.7,0.66859,EIF4H,eukaryotic translation initiation factor 4H
N0.HOG0009656,554.1,0.99738,189.9,8.31762,RFC2,replication factor C subunit 2
N0.HOG0009657,1965.3,6.09243,365.7,28.01262,CLIP2,CAP-Gly domain containing linker protein 2
N0.HOG0009658,1814.1,5.07948,483.9,17.4204,GTF2IRD1,GTF2I repeat domain containing 1
N0.HOG0009659,2110.3,1.05515,757.7,18.33634,GTF2I,general transcription factor IIi
N0.HOG0009660,419.6,1.00704,111.4,12.16488,NCF1,neutrophil cytosolic factor 1
N0.HOG0009661,592.2,7.04718,274.8,8.21652,RCC1L,RCC1 like
N0.HOG0009662,664.2,18.53118,133.8,17.51442,CASTOR2,cytosolic arginine sensor for mTORC1 subunit 2
N0.HOG0009663,1592.2,116.2306,489.8,55.44536,AUTS2,activator of transcription and developmental regulator AUTS2
N0.HOG0009667,806,2.015,304,5.0768,TPST1,tyrosylprotein sulfotransferase 1
N0.HOG0009669,598.7,6.04687,157.3,4.0898,GUSB,glucuronidase beta
N0.HOG0009671,960.1,2.01621,197.9,10.52828,PHKG1,phosphorylase kinase catalytic subunit gamma 1
N0.HOG0009672,570.8,11.9868,212.2,11.58612,SUMF2,sulfatase modifying factor 2
N0.HOG0009673,1051.4,29.85976,439.6,22.59544,CCT6A,chaperonin containing TCP1 subunit 6A
N0.HOG0009674,476.1,13.37841,198.9,13.70421,PSPH,phosphoserine phosphatase
N0.HOG0009676,248.3,3.02926,111.7,3.04941,MRPS17,mitochondrial ribosomal protein S17
N0.HOG0009677,786.7,8.57503,308.3,8.66323,SEPTIN14,septin 14
N0.HOG0009679,529.6,4.02496,160.4,2.02104,RUSF1,RUS family member 1
N0.HOG0009680,1447.7,5.06695,445.3,18.7026,SLC5A2,solute carrier family 5 member 2
N0.HOG0009681,983.2,3.04792,330.8,7.1122,TGFB1I1,transforming growth factor beta 1 induced transcript 1
N0.HOG0009682,767.8,2.99442,396.2,9.19184,ARMC5,armadillo repeat containing 5
N0.HOG0009683,2544.8,38.42648,902.2,37.4413,ITGAM,integrin subunit alpha M
N0.HOG0009684,878.4,36.71712,195.6,17.38884,TRIM72,tripartite motif containing 72
N0.HOG0009685,532,1.0108,284,4.0328,FUS,FUS RNA binding protein
N0.HOG0009686,367.6,4.0436,133.4,7.35034,PRSS36,serine protease 36
N0.HOG0009687,762,4.0386,204,11.5464,PRSS8,serine protease 8
N0.HOG0009688,584.6,1.98764,129.4,15.32096,KAT8,lysine acetyltransferase 8
N0.HOG0009689,899.8,2.96934,285.2,7.15852,BCKDK,branched chain keto acid dehydrogenase kinase
N0.HOG0009690,1126.3,17.23239,472.7,22.87868,PRSS53,serine protease 53
N0.HOG0009691,3588.2,22.96448,1334.8,36.84048,ZNF646,zinc finger protein 646
N0.HOG0009692,1409.7,0.98679,447.3,10.19844,ZNF668,zinc finger protein 668
N0.HOG0009696,2672.1,88.44651,1059.9,87.44175,SETD1A,"SET domain containing 1A, histone lysine methyltransferase"
N0.HOG0009697,627.4,2.00768,224.6,3.0321,ORAI3,ORAI calcium release-activated calcium modulator 3
N0.HOG0009699,408.4,1.021,164.6,2.00812,BCL7C,BAF chromatin remodeling complex subunit BCL7C
N0.HOG0009700,2108.9,4.00691,720.1,33.26862,RNF40,ring finger protein 40
N0.HOG0009701,2100.8,8.61328,464.2,21.3532,ZNF629,zinc finger protein 629
N0.HOG0009702,515.2,7.05824,180.8,2.00688,CCDC189,coiled-coil domain containing 189
N0.HOG0009703,901.4,2.97462,316.6,8.13662,PHKG2,phosphorylase kinase catalytic subunit gamma 2
N0.HOG0009704,229.7,1.01068,94.3,2.02745,TMEM265,transmembrane protein 265
N0.HOG0009706,1006.3,7.0441,520.7,11.19505,PRR14,proline rich 14
N0.HOG0009707,1006.5,5.0325,343.5,11.30115,ZNF768,zinc finger protein 768
N0.HOG0009708,1387.8,13.04532,577.2,29.26404,ITGAL,integrin subunit alpha L
N0.HOG0009709,806.5,2.01625,357.5,7.0785,SEPHS2,selenophosphate synthetase 2
N0.HOG0009710,343.7,6.08349,157.3,7.28299,DCTPP1,dCTP pyrophosphatase 1
N0.HOG0009711,269.4,63.06654,78.6,43.89024,ZNF771,zinc finger protein 771
N0.HOG0009712,1060,19.186,419,24.0925,ZNF48,zinc finger protein 48
N0.HOG0009713,809.1,5.01642,255.9,5.06682,SEPTIN1,septin 1
N0.HOG0009715,1513.6,4.99488,586.4,10.14472,TBC1D10B,TBC1 domain family member 10B
N0.HOG0009716,704.1,0.98574,306.9,7.12008,CD2BP2,CD2 cytoplasmic tail binding protein 2
N0.HOG0009717,1358.5,4.0755,543.5,11.14175,KIF22,kinesin family member 22
N0.HOG0009718,579.5,5.04165,293.5,7.1614,PRRT2,proline rich transmembrane protein 2
N0.HOG0009719,531.2,6.05568,224.8,5.10296,PAGR1,PAXIP1 associated glutamate rich protein 1
N0.HOG0009720,1870.7,10.10178,622.3,28.19019,MVP,major vault protein
N0.HOG0009721,377.4,3.0192,126.6,3.06372,CDIPT,CDP-diacylglycerol--inositol 3-phosphatidyltransferase
N0.HOG0009722,1825.6,6.02448,724.4,16.299,SEZ6L2,seizure related 6 homolog like 2
N0.HOG0009724,650.4,2.01624,162.6,7.30074,KCTD13,potassium channel tetramerization domain containing 13
N0.HOG0009725,457,5.027,188,0.9964,TMEM219,transmembrane protein 219
N0.HOG0009726,1734.9,1.04094,533.1,15.35328,TAOK2,TAO kinase 2
N0.HOG0009728,887.2,52.87712,267.8,32.88584,DOC2A,double C2 domain alpha
N0.HOG0009729,543.9,0.97902,125.1,5.19165,TLCD3B,TLC domain containing 3B
N0.HOG0009731,823.3,3.04621,385.7,7.09688,TBX6,T-box transcription factor 6
N0.HOG0009737,427,9.9918,179,5.2805,IL27,interleukin 27
N0.HOG0009738,776.2,1.00906,303.8,8.14184,CLN3,"CLN3 lysosomal/endosomal transmembrane protein, battenin"
N0.HOG0009739,1922.9,14.03717,882.1,19.4062,NA,NA
N0.HOG0009740,951.6,1.99836,320.4,9.22752,TUFM,"Tu translation elongation factor, mitochondrial"
N0.HOG0009741,896.7,11.83644,369.3,7.386,SH2B1,SH2B adaptor protein 1
N0.HOG0009742,2291.2,3.89504,687.8,32.39538,ATP2A1,ATPase sarcoplasmic/endoplasmic reticulum Ca2+ transporting 1
N0.HOG0009743,935.3,11.59772,216.7,21.06324,RABEP2,"rabaptin, RAB GTPase binding effector protein 2"
N0.HOG0009744,927,2.9664,318,13.4514,CD19,CD19 molecule
N0.HOG0009745,581.1,0.98787,219.9,2.02308,NFATC2IP,nuclear factor of activated T cells 2 interacting protein
N0.HOG0009746,868.2,17.88492,313.8,15.90966,SPNS1,sphingolipid transporter 1 (putative)
N0.HOG0009747,324.7,2.01314,146.3,3.04304,LAT,linker for activation of T cells
N0.HOG0009748,373,12.9804,107,17.1521,SBK1,SH3 domain binding kinase 1
N0.HOG0009749,2220.7,1.11035,971.3,26.61362,XPO6,exportin 6
N0.HOG0009750,255.6,0.99684,62.4,3.10128,GSG1L,GSG1 like
N0.HOG0009751,4434.3,31.0401,1271.7,76.93785,GTF3C1,general transcription factor IIIC subunit 1
N0.HOG0009752,410.5,0.9852,147.5,2.02075,NSMCE1,"NSE1 homolog, SMC5-SMC6 complex component"
N0.HOG0009753,479.4,1.00674,141.6,8.4252,KDM8,lysine demethylase 8
N0.HOG0009755,1008.8,22.39536,383.2,13.29704,ZKSCAN2,zinc finger with KRAB and SCAN domains 2
N0.HOG0009756,3773.9,13.96343,1476.1,38.82143,RBBP6,"RB binding protein 6, ubiquitin ligase"
N0.HOG0009758,1251.4,6.00672,362.6,18.92772,PRKCB,protein kinase C beta
N0.HOG0009760,1401.5,14.15515,458.5,30.85705,ERN2,endoplasmic reticulum to nucleus signaling 2
N0.HOG0009761,1439.4,3.02274,363.6,22.03416,PLK1,polo like kinase 1
N0.HOG0009764,432.5,0.99475,140.5,5.12825,UBFD1,ubiquitin family domain containing 1
N0.HOG0009766,1104.2,7.06688,491.8,17.50808,GGA2,"golgi associated, gamma adaptin ear containing, ARF binding protein 2"
N0.HOG0009767,1333.8,4.0014,505.2,18.59136,COG7,component of oligomeric golgi complex 7
N0.HOG0009768,1504.8,19.71288,292.2,30.12582,SCNN1B,sodium channel epithelial 1 subunit beta
N0.HOG0009769,1197.2,2.03524,323.8,11.26824,SCNN1G,sodium channel epithelial 1 subunit gamma
N0.HOG0009770,1944.4,12.05528,680.6,35.59538,NA,NA
N0.HOG0009772,1427.5,14.5605,585.5,22.1319,DNAH3,dynein axonemal heavy chain 3
N0.HOG0009774,668.2,1.0023,243.8,4.04708,DCUN1D3,defective in cullin neddylation 1 domain containing 3
N0.HOG0009775,1463.3,13.02337,630.7,7.06384,REXO5,RNA exonuclease 5
N0.HOG0009777,1172.5,8.09025,417.5,19.7895,ACSM3,acyl-CoA synthetase medium chain family member 3
N0.HOG0009778,710.3,11.15171,270.7,10.31367,THUMPD1,THUMP domain containing 1
N0.HOG0009779,1203.8,14.20484,530.2,19.67042,ACSM4,acyl-CoA synthetase medium chain family member 4
N0.HOG0009780,145.8,12.74292,58.2,7.67076,ACSM5,acyl-CoA synthetase medium chain family member 5
N0.HOG0009781,494.3,4.00383,207.7,5.08865,PDILT,"protein disulfide isomerase like, testis expressed"
N0.HOG0009782,1558.3,16.05049,343.7,21.06881,UMOD,uromodulin
N0.HOG0009783,463.9,8.11825,157.1,4.06889,GP2,glycoprotein 2
N0.HOG0009784,753.8,9.57326,203.2,13.1064,GPR139,G protein-coupled receptor 139
N0.HOG0009786,298,14.453,119,20.5751,IQCK,IQ motif containing K
N0.HOG0009787,558,11.16,204,8.2824,KNOP1,lysine rich nucleolar protein 1
N0.HOG0009788,1343.9,86.0096,510.1,62.02816,VPS35L,VPS35 endosomal protein sorting factor like
N0.HOG0009789,2100.6,20.16576,719.4,20.57484,CCP110,centriolar coiled-coil protein 110
N0.HOG0009791,1282.6,7.0543,478.4,27.36448,TMC5,transmembrane channel like 5
N0.HOG0009792,1196.1,16.62579,495.9,28.91097,TMC7,transmembrane channel like 7
N0.HOG0009793,434.4,9.16584,144.6,7.31676,COQ7,"coenzyme Q7, hydroxylase"
N0.HOG0009794,462,1.0164,216,4.0608,ITPRIPL2,ITPRIP like 2
N0.HOG0009800,642.8,3.02116,146.2,10.48254,TCEA2,transcription elongation factor A2
N0.HOG0009802,2070.2,3.1053,587.8,22.80664,PRPF6,pre-mRNA processing factor 6
N0.HOG0009804,1695.4,12.54596,479.6,21.24628,ZNF512B,zinc finger protein 512B
N0.HOG0009806,517.4,0.98306,76.6,8.80134,DNAJC5,DnaJ heat shock protein family (Hsp40) member C5
N0.HOG0009807,253.6,2.00344,73.4,5.26278,TPD52L2,TPD52 like 2
N0.HOG0009808,625.2,5.0016,118.8,6.21324,ABHD16B,abhydrolase domain containing 16B
N0.HOG0009809,1133.1,8.04501,177.9,26.38257,ZBTB46,zinc finger and BTB domain containing 46
N0.HOG0009811,1221.8,5.98682,293.2,13.51652,ZGPAT,zinc finger CCCH-type and G-patch domain containing
N0.HOG0009812,183.9,1.01145,35.1,8.70129,ARFRP1,ADP ribosylation factor related protein 1
N0.HOG0009813,1603.5,22.28865,442.5,34.4265,RTEL1,regulator of telomere elongation helicase 1
N0.HOG0009815,824.2,2.96712,129.8,14.4727,FNDC11,fibronectin type III domain containing 11
N0.HOG0009816,623.5,15.27575,126.5,15.14205,SRMS,src-related kinase lacking C-terminal regulatory tyrosine and N-terminal myristylation sites
N0.HOG0009817,1007.8,10.078,150.2,23.56638,CHRNA4,cholinergic receptor nicotinic alpha 4 subunit
N0.HOG0009818,2438.5,48.2823,648.5,49.5454,COL20A1,collagen type XX alpha 1 chain
N0.HOG0009819,854.5,4.01615,219.5,17.23075,ARFGAP1,ADP ribosylation factor GTPase activating protein 1
N0.HOG0009820,1248.5,4.994,263.5,23.79405,YTHDF1,YTH N6-methyladenosine RNA binding protein 1
N0.HOG0009821,793.6,45.79072,199.4,36.84912,SLC17A9,solute carrier family 17 member 9
N0.HOG0009823,2457.8,25.8069,788.2,59.82438,DIDO1,death inducer-obliterator 1
N0.HOG0009824,491.9,89.47661,189.1,42.71769,TCFL5,transcription factor like 5
N0.HOG0009825,681.5,24.1251,476.5,25.6357,COL9A3,collagen type IX alpha 3 chain
N0.HOG0009826,963.3,10.5963,239.7,15.38874,OGFR,opioid growth factor receptor
N0.HOG0009828,864.8,7.00488,86.2,11.36978,NTSR1,neurotensin receptor 1
N0.HOG0009829,583.2,46.13112,148.8,37.572,SLCO4A1,solute carrier organic anion transporter family member 4A1
N0.HOG0009830,791.8,35.07674,228.2,30.96674,RBBP8NL,RBBP8 N-terminal like
N0.HOG0009831,764.8,21.94976,195.2,23.97056,CABLES2,Cdk5 and Abl enzyme substrate 2
N0.HOG0009833,529.6,3.01872,58.4,5.43704,SS18L1,SS18L1 subunit of BAF chromatin remodeling complex
N0.HOG0009835,559.2,4.02624,160.8,7.20384,LSM14B,LSM family member 14B
N0.HOG0009836,450.2,4.00678,74.8,8.78152,PPP1R3D,protein phosphatase 1 regulatory subunit 3D
N0.HOG0009837,1992.8,24.31216,563.2,7.09632,SYCP2,synaptonemal complex protein 2
N0.HOG0009838,279.9,8.6769,98.1,8.06382,PHACTR3,phosphatase and actin regulator 3
N0.HOG0009842,481.2,3.03156,136.8,7.30512,GNAS,GNAS complex locus
N0.HOG0009843,941.6,1.97736,237.4,25.4018,NPEPL1,aminopeptidase like 1
N0.HOG0009846,333.8,1.0014,140.2,4.07982,RAB22A,"RAB22A, member RAS oncogene family"
N0.HOG0009847,507.2,12.22352,170.8,8.2838,ANKRD60,ankyrin repeat domain 60
N0.HOG0009848,591,2.0094,87,12.7977,PMEPA1,"prostate transmembrane protein, androgen induced 1"
N0.HOG0009849,780.2,28.71136,194.8,17.045,PCK1,phosphoenolpyruvate carboxykinase 1
N0.HOG0009854,543.6,62.514,200.4,41.42268,RTF2,replication termination factor 2
N0.HOG0009856,857.5,6.0025,99.5,5.2337,MC3R,melanocortin 3 receptor
N0.HOG0009857,439,1.0097,155,2.015,CBLN4,cerebellin 4 precursor
N0.HOG0009858,410.3,0.98472,138.7,3.03753,DOK5,docking protein 5
N0.HOG0009859,777.7,4.04404,239.3,6.12608,CYP24A1,cytochrome P450 family 24 subfamily A member 1
N0.HOG0009860,166.8,5.10408,76.2,1.01346,BCAS1,brain enriched myelin associated protein 1
N0.HOG0009861,1922.5,35.56625,651.5,35.24615,ZNF217,zinc finger protein 217
N0.HOG0009862,2268.8,11.11712,692.2,24.71154,TSHZ2,teashirt zinc finger homeobox 2
N0.HOG0009863,572.9,4.0103,165.1,12.72921,SALL4,spalt like transcription factor 4
N0.HOG0009864,798,1.0374,213,12.4818,ATP9A,ATPase phospholipid transporting 9A (putative)
N0.HOG0009865,1267.5,19.266,322.5,19.83375,NFATC2,nuclear factor of activated T cells 2
N0.HOG0009866,1062.2,100.59034,131.8,73.149,KCNG1,potassium voltage-gated channel modifier subfamily G member 1
N0.HOG0009867,815.5,3.99595,357.5,9.152,MOCS3,molybdenum cofactor synthesis 3
N0.HOG0009869,751.4,3.98242,295.6,9.25228,PARD6B,par-6 family cell polarity regulator beta
N0.HOG0009870,1987.5,23.4525,610.5,32.05125,RIPOR3,RIPOR family member 3
N0.HOG0009872,626.1,1.00176,165.9,6.17148,SNAI1,snail family transcriptional repressor 1
N0.HOG0009874,961.5,0.9615,265.5,12.50505,SPATA2,spermatogenesis associated 2
N0.HOG0009877,1008.1,9.0729,323.9,15.70915,PTGIS,prostaglandin I2 synthase
N0.HOG0009878,1909.5,4.2009,601.5,23.63895,KCNB1,potassium voltage-gated channel subfamily B member 1
N0.HOG0009879,4103.9,15.18443,1620.1,38.8824,ZNFX1,zinc finger NFX1-type containing 1
N0.HOG0009880,1720.2,2.92434,556.8,22.71744,DDX27,DEAD-box helicase 27
N0.HOG0009881,1006.7,26.1742,421.3,19.96962,STAU1,staufen double-stranded RNA binding protein 1
N0.HOG0009883,3701.4,8.51322,1344.6,44.77518,ARFGEF2,ADP ribosylation factor guanine nucleotide exchange factor 2
N0.HOG0009884,2941.7,14.41433,652.3,46.3133,PREX1,"phosphatidylinositol-3,4,5-trisphosphate dependent Rac exchange factor 1"
N0.HOG0009885,2151.9,6.02532,374.1,33.59418,SULF2,sulfatase 2
N0.HOG0009886,2892.5,15.041,1073.5,45.62375,NCOA3,nuclear receptor coactivator 3
N0.HOG0009887,2196.4,18.6694,734.6,37.97882,ZMYND8,zinc finger MYND-type containing 8
N0.HOG0009888,1112.2,3.00294,390.8,19.9308,EYA2,EYA transcriptional coactivator and phosphatase 2
N0.HOG0009889,988.2,5.03982,388.8,17.6904,SLC2A10,solute carrier family 2 member 10
N0.HOG0009890,1024.8,2.0496,292.2,13.41198,SLC13A3,solute carrier family 13 member 3
N0.HOG0009891,815.8,26.75824,294.2,23.21238,OCSTAMP,osteoclast stimulatory transmembrane protein
N0.HOG0009894,1521,27.9864,321,37.6212,CDH22,cadherin 22
N0.HOG0009895,639.2,8.75704,227.8,11.77726,NCOA5,nuclear receptor coactivator 5
N0.HOG0009896,2467.4,10.36308,820.6,29.62366,SLC12A5,solute carrier family 12 member 5
N0.HOG0009897,1517.4,32.77584,414.6,26.90754,MMP9,matrix metallopeptidase 9
N0.HOG0009898,2076.1,8.92723,686.9,32.35299,ZNF335,zinc finger protein 335
N0.HOG0009900,900.5,11.07615,266.5,6.10285,PLTP,phospholipid transfer protein
N0.HOG0009901,1094.5,19.9199,291.5,20.405,CTSA,cathepsin A
N0.HOG0009902,595,2.023,164,3.034,NEURL2,neuralized E3 ubiquitin protein ligase 2
